,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
1757,39,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,48,0,0,North America
11486,26,Self-emp-inc,HS-grad,Separated,Sales,Unmarried,White,Female,20,0,0,Latin America & Caribbean
25981,19,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
29237,33,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,0,0,North America
6353,21,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,0,0,North America
22973,18,Self-emp-not-inc,11th,Never-married,Sales,Own-child,White,Female,40,0,0,North America
28752,29,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,0,0,North America
30006,55,Private,HS-grad,Separated,Protective-serv,Not-in-family,White,Male,81,0,0,North America
23941,25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1,0,North America
30133,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0,0,North America
21625,23,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,0,0,North America
3644,41,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,38,0,0,North America
19167,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
14350,49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
12001,48,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
25898,19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,12,0,0,North America
11185,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,48,0,0,North America
1696,45,Federal-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,40,0,3325,North America
22069,71,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,-2392,North America
2295,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
14794,63,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,0,North America
14696,40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,0,0,North America
5939,33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,32,0,0,North America
24147,60,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,10,0,0,North America
28618,59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
9968,47,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,0,0,North America
11033,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
3313,52,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Black,Male,40,1,7688,North America
21165,56,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,1,0,North America
14824,47,Private,Some-college,Divorced,Other-service,Own-child,White,Female,44,0,0,North America
24734,34,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,-2002,North America
26056,25,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,50,0,0,North America
9784,32,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
9915,42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,15024,North America
23989,42,Private,12th,Never-married,Farming-fishing,Own-child,White,Male,40,0,0,North America
215,33,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,40,0,0,North America
23091,44,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
1072,33,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,40,0,0,North America
8682,50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,0,North America
28847,18,Private,Some-college,Never-married,Protective-serv,Own-child,White,Female,20,0,0,North America
19867,31,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,0,0,North America
7006,23,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,0,0,North America
21486,26,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,55,0,0,North America
13379,25,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,25,0,0,North America
22983,29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,0,0,North America
20148,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,12,0,0,North America
8652,36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,50,0,0,North America
22794,52,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,25,0,0,North America
26277,62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,1,0,North America
13705,48,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
15384,49,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0,0,North America
25,39,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,80,0,0,North America
29273,28,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,1,0,North America
10601,22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
7659,25,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,0,0,North America
13401,34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,0,0,North America
5690,38,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1,0,North America
9744,19,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
28960,36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
28027,33,Private,11th,Never-married,Sales,Unmarried,Black,Female,17,0,0,North America
23067,38,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0,0,North America
12721,18,Private,11th,Never-married,Other-service,Own-child,White,Male,15,0,0,North America
9171,22,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,0,0,North America
10847,19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15,0,0,North America
11908,32,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
630,34,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
24968,50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
21607,26,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,65,0,0,North America
28115,33,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,0,0,South Asia
8707,58,Private,7th-8th,Divorced,Machine-op-inspct,Own-child,White,Male,40,0,0,North America
26466,34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,43,1,0,South Asia
6614,24,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,75,0,0,North America
5243,39,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,0,0,North America
1102,45,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,80,1,0,North America
19660,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
21729,49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
2204,34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,0,0,North America
29836,35,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,40,0,0,North America
24770,84,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,16,0,0,North America
12903,23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,22,0,0,North America
25219,30,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,36,1,0,East Asia & Pacific
11477,42,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
11308,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
13767,29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,1,0,North America
15064,61,Private,7th-8th,Widowed,Other-service,Not-in-family,Black,Female,21,0,0,North America
12512,49,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
25725,35,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,35,0,0,North America
30148,65,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,60,0,1086,North America
18591,32,Private,11th,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
20936,30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,-2002,North America
20786,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
23779,39,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Male,40,0,0,Latin America & Caribbean
20102,26,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1,0,North America
17356,27,Private,Bachelors,Separated,Tech-support,Own-child,White,Male,50,0,0,North America
20963,56,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,30,0,0,North America
22900,22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,35,0,0,North America
14890,44,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,42,0,0,North America
719,40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
13839,31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,65,0,0,North America
6155,47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1,0,North America
20093,30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0,0,North America
19187,28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,0,2202,North America
18950,32,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,Black,Female,40,0,0,North America
4025,48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1,0,North America
22582,29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
8224,38,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
17908,68,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,43,0,0,North America
20447,59,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Male,60,1,0,North America
15493,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,1,0,East Asia & Pacific
19176,19,State-gov,12th,Never-married,Transport-moving,Own-child,Black,Male,20,0,0,North America
16093,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0,0,North America
18606,45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
5818,41,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,0,0,North America
11956,35,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,0,0,North America
3866,25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,48,0,0,North America
25677,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
2745,20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,25,0,0,North America
11867,19,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,0,0,North America
10343,59,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,0,North America
26326,53,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,0,1471,North America
11950,18,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,25,0,0,North America
29929,36,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
19611,40,Private,Assoc-acdm,Divorced,Transport-moving,Unmarried,White,Female,40,0,0,North America
4214,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
20307,40,Private,11th,Divorced,Other-service,Other-relative,White,Female,20,0,0,North America
12096,28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
15193,21,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,20,0,0,North America
19643,22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,0,0,North America
1401,26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,0,-2339,North America
25315,27,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,50,0,0,East Asia & Pacific
12828,37,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,1,0,Europe & Central Asia
24087,69,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,20051,North America
21363,68,Federal-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,0,-3683,North America
3253,39,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,35,0,0,North America
28045,39,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,52,1,7688,North America
19045,30,Federal-gov,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,45,0,0,North America
2158,44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,15024,North America
8578,27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,40,0,0,North America
24472,19,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,30,0,0,North America
17058,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
26332,26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,42,0,0,North America
7011,50,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
29760,48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,1,0,East Asia & Pacific
10197,38,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,35,0,0,Latin America & Caribbean
3841,30,Private,12th,Never-married,Craft-repair,Not-in-family,Black,Male,40,0,0,North America
18199,38,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,40,0,0,North America
19557,54,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1902,North America
20132,30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
11849,48,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,32,0,0,North America
2100,31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1,0,Latin America & Caribbean
28339,45,State-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
23092,31,Private,Some-college,Separated,Other-service,Unmarried,Black,Female,40,0,0,North America
1673,31,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
10293,32,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,0,4508,East Asia & Pacific
4213,24,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,10,0,0,East Asia & Pacific
7480,34,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,0,0,North America
17932,67,Self-emp-not-inc,Masters,Widowed,Prof-specialty,Not-in-family,White,Male,2,1,18481,North America
14562,45,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20,0,0,North America
25665,41,Private,10th,Never-married,Sales,Own-child,White,Female,40,0,0,North America
11515,56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,0,5013,North America
8547,34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,0,0,North America
21568,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1,0,North America
17845,53,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,1,0,North America
14823,50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
16923,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
19604,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0,0,North America
